Saut #,Date,Zone de saut,Aéronef,Équipement,Type de saut,Alt de sortie,Alt d'ouverture,Unité d'altitude,Dist de la cible,Délai (s),Libération,Notes
5376,2024-04-10,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5377,2024-04-10,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5378,2024-04-10,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5379,2024-04-10,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5380,2024-04-10,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5381,2024-04-10,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5382,2024-04-10,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5383,2024-04-10,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5384,2024-04-10,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5385,2024-04-10,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5386,2024-04-11,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5387,2024-04-11,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5388,2024-04-11,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5389,2024-04-11,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5390,2024-04-11,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5391,2024-04-11,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5392,2024-04-11,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5393,2024-04-11,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5394,2024-04-11,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5395,2024-04-12,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5396,2024-04-12,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5397,2024-04-12,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5398,2024-04-12,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5399,2024-04-12,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5400,2024-04-12,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5401,2024-04-12,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5402,2024-04-12,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5403,2024-04-12,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5404,2024-04-12,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5405,2024-04-13,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5406,2024-04-13,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5407,2024-04-13,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5408,2024-04-13,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5409,2024-04-13,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5410,2024-04-13,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5411,2024-04-13,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5412,2024-04-13,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5413,2024-04-13,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5414,2024-04-14,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5415,2024-04-14,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5416,2024-04-14,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5417,2024-04-14,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5418,2024-04-14,LFOZ epcol,Cessna 208,mutant petra64 l1,,1500,0,Meters,0,0,Non,
5419,2024-05-13,LFOZ epcol,Cessna 208,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5420,2024-05-13,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5421,2024-05-13,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5422,2024-05-13,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5423,2024-05-13,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5424,2024-05-13,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5425,2024-05-13,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5426,2024-05-15,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5427,2024-05-15,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5428,2024-05-15,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5429,2024-05-15,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5430,2024-05-15,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5431,2024-05-15,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5432,2024-05-15,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5433,2024-05-15,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5434,2024-05-15,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5435,2024-05-15,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5436,2024-05-16,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5437,2024-05-16,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5438,2024-05-16,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5439,2024-05-16,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5440,2024-05-16,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5441,2024-05-16,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5442,2024-05-16,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5443,2024-05-16,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5444,2024-05-16,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5445,2024-05-16,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5446,2024-05-17,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5447,2024-05-17,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5448,2024-05-17,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5449,2024-05-17,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5450,2024-05-17,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5451,2024-05-17,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5452,2024-05-17,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5453,2024-05-17,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5454,2024-05-17,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5455,2024-05-17,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5456,2024-05-18,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5457,2024-05-18,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5458,2024-05-18,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5459,2024-05-18,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5460,2024-05-18,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5461,2024-05-18,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5462,2024-05-18,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5463,2024-05-19,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5464,2024-05-19,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5465,2024-05-19,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5466,2024-05-19,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5467,2024-05-19,LFOZ epcol,Pilatus PC-6 Porter,Odyssey p68 l1,,1500,0,Meters,0,0,Non,
5468,2024-05-19,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5469,2024-06-17,LFOZ epcol,Cessna 208,Petra 68 l2,,1500,0,Meters,0,0,Non,
5470,2024-06-17,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5471,2024-06-17,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5472,2024-06-17,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5473,2024-06-17,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5474,2024-06-17,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5475,2024-06-18,LFOZ epcol,Cessna 208,Petra 66-l1,,1500,0,Meters,0,0,Non,
5476,2024-06-18,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5477,2024-06-18,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5478,2024-06-18,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5479,2024-06-18,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5480,2024-06-18,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5481,2024-06-18,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5482,2024-06-18,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5483,2024-06-18,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5484,2024-06-19,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5485,2024-06-19,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5486,2024-06-19,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5487,2024-06-19,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5488,2024-06-19,LFOZ epcol,Cessna 208,Petra 68 l2,,1500,0,Meters,0,0,Non,
5489,2024-06-20,LFOZ epcol,Cessna 208,mutant 62 line1,,1500,0,Meters,0,0,Non,
5490,2024-06-21,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5491,2024-06-22,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5492,2024-06-22,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5493,2024-06-22,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5494,2024-06-22,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5495,2024-06-23,LFOZ epcol,Pilatus PC-6 Porter,Petra 66-l1,,1500,0,Meters,0,0,Non,
5496,2024-06-23,LFOZ epcol,Pilatus PC-6 Porter,Petra 66-l1,,1500,0,Meters,0,0,Non,
5497,2024-06-23,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5498,2024-06-23,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5499,2024-06-23,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5500,2024-06-23,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5501,2024-06-23,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5502,2024-06-23,LFOZ epcol,Cessna 208,Petra 66-l1,,1500,0,Meters,0,0,Non,
5503,2024-06-23,LFOZ epcol,Cessna 208,Petra 66-l1,,1500,0,Meters,0,0,Non,
5504,2024-06-23,LFOZ epcol,Cessna 208,Petra 66-l1,,1500,0,Meters,0,0,Non,
5505,2024-07-15,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5506,2024-07-15,LFOZ epcol,Pilatus PC-6 Porter,Petra 66-l1,,1500,0,Meters,0,0,Non,
5507,2024-07-15,LFOZ epcol,Pilatus PC-6 Porter,Petra 66-l1,,1500,0,Meters,0,0,Non,
5508,2024-07-15,LFOZ epcol,Pilatus PC-6 Porter,Petra 66-l1,,1500,0,Meters,0,0,Non,
5509,2024-07-15,LFOZ epcol,Pilatus PC-6 Porter,Petra 66-l1,,1500,0,Meters,0,0,Non,
5510,2024-07-15,LFOZ epcol,Pilatus PC-6 Porter,Petra 66-l1,,1500,0,Meters,0,0,Non,
5511,2024-07-15,LFOZ epcol,Pilatus PC-6 Porter,Petra 66-l1,,1500,0,Meters,0,0,Non,
5512,2024-07-17,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5513,2024-07-17,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5514,2024-07-17,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5515,2024-07-17,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5516,2024-07-17,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5517,2024-07-17,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5518,2024-07-17,LFOZ epcol,Cessna 208,Petra 66-l1,,1500,0,Meters,0,0,Non,
5519,2024-07-17,LFOZ epcol,Cessna 208,Petra 66-l1,,1500,0,Meters,0,0,Non,
5520,2024-07-17,LFOZ epcol,Cessna 208,Petra 66-l1,,1500,0,Meters,0,0,Non,
5521,2024-07-17,LFOZ epcol,Cessna 208,Petra 66-l1,,1500,0,Meters,0,0,Non,
5522,2024-07-18,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5523,2024-07-18,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5524,2024-07-18,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5525,2024-07-18,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5526,2024-07-18,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5527,2024-07-18,LFOZ epcol,Pilatus PC-6 Porter,Petra 66-l1,,1500,0,Meters,0,0,Non,
5528,2024-07-18,LFOZ epcol,Pilatus PC-6 Porter,Petra 66-l1,,1500,0,Meters,0,0,Non,
5529,2024-07-18,LFOZ epcol,Pilatus PC-6 Porter,Petra 66-l1,,1500,0,Meters,0,0,Non,
5530,2024-07-18,LFOZ epcol,Pilatus PC-6 Porter,Petra 66-l1,,1500,0,Meters,0,0,Non,
5531,2024-07-18,LFOZ epcol,Pilatus PC-6 Porter,Petra 66-l1,,1500,0,Meters,0,0,Non,
5532,2024-07-19,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5533,2024-07-19,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5534,2024-07-19,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5535,2024-07-19,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5536,2024-07-19,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5537,2024-07-19,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5538,2024-07-19,LFOZ epcol,Pilatus PC-6 Porter,mutant 64 l2,,1500,0,Meters,0,0,Non,
5539,2024-07-19,LFOZ epcol,Pilatus PC-6 Porter,Petra 66-l1,,1500,0,Meters,0,0,Non,
5540,2024-07-19,LFOZ epcol,Pilatus PC-6 Porter,Petra 66-l1,,1500,0,Meters,0,0,Non,
5541,2024-07-19,LFOZ epcol,Pilatus PC-6 Porter,Petra 66-l1,,1500,0,Meters,0,0,Non,
5542,2024-07-20,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5543,2024-07-20,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5544,2024-07-20,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5545,2024-07-20,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5546,2024-07-20,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5547,2024-07-20,LFOZ epcol,Cessna 208,mutant 64 l2,,1500,0,Meters,0,0,Non,
5548,2024-07-20,LFOZ epcol,Cessna 208,Petra 66-l1,,1500,0,Meters,0,0,Non,
5549,2024-07-20,LFOZ epcol,Cessna 208,Petra 66-l1,,1500,0,Meters,0,0,Non,
5550,2024-07-20,LFOZ epcol,Cessna 208,Petra 66-l1,,1500,0,Meters,0,0,Non,
5551,2024-07-20,LFOZ epcol,Cessna 208,Petra 66-l1,,1500,0,Meters,0,0,Non,
5552,2024-08-03,Klatovy,Skyvan,Petra 68 l2,,1500,0,Meters,0,0,Non,
5553,2024-08-03,Klatovy,Skyvan,Petra 68 l2,,1500,0,Meters,0,0,Non,
5554,2024-08-03,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5555,2024-08-03,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5556,2024-08-03,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5557,2024-08-03,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5558,2024-08-03,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5559,2024-08-03,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5560,2024-08-04,Klatovy,Skyvan,Petra 68 l2,,1500,0,Meters,0,0,Non,
5561,2024-08-04,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5562,2024-08-04,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5563,2024-08-05,Klatovy,Skyvan,Petra 68 l2,,1500,0,Meters,0,0,Non,
5564,2024-08-05,Klatovy,Skyvan,Petra 68 l2,,1500,0,Meters,0,0,Non,
5565,2024-08-05,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5566,2024-08-05,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5567,2024-08-05,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5568,2024-08-05,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5569,2024-08-05,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5570,2024-08-06,Klatovy,Skyvan,Petra 68 l2,,1500,0,Meters,0,0,Non,
5571,2024-08-06,Klatovy,Skyvan,Petra 68 l2,,1500,0,Meters,0,0,Non,
5572,2024-08-06,Klatovy,Skyvan,Petra 68 l2,,1500,0,Meters,0,0,Non,
5573,2024-08-06,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5574,2024-08-06,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5575,2024-08-06,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5576,2024-08-06,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5577,2024-08-06,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5578,2024-08-06,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5579,2024-08-07,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5580,2024-08-07,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5581,2024-08-07,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5582,2024-08-07,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5583,2024-08-07,Klatovy,Skyvan,Petra 68 l2,,1500,0,Meters,0,0,Non,
5584,2024-08-07,Klatovy,Skyvan,Petra 68 l2,,1500,0,Meters,0,0,Non,
5585,2024-08-07,Klatovy,Skyvan,Petra 68 l2,,1500,0,Meters,0,0,Non,
5586,2024-08-08,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5587,2024-08-08,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5588,2024-08-08,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5589,2024-08-08,Klatovy,Skyvan,Petra 68 l2,,1500,0,Meters,0,0,Non,
5590,2024-08-08,Klatovy,Skyvan,Petra 68 l2,,1500,0,Meters,0,0,Non,
5591,2024-08-08,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5592,2024-08-09,Klatovy,Skyvan,Petra 68 l2,,1500,0,Meters,0,0,Non,
5593,2024-08-09,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5594,2024-08-09,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5595,2024-08-09,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5596,2024-08-10,Klatovy,Skyvan,mutant 64 l2,,1500,0,Meters,0,0,Non,
5597,2024-08-26,LFOZ epcol,,Petra 66-l2,,1500,0,Meters,0,0,Non,
5598,2024-08-26,LFOZ epcol,,Petra 66-l2,,1500,0,Meters,0,0,Non,
5599,2024-08-26,LFOZ epcol,,Petra 66-l2,,1500,0,Meters,0,0,Non,
5600,2024-08-26,LFOZ epcol,,Petra 66-l2,,1500,0,Meters,0,0,Non,
5601,2024-08-26,LFOZ epcol,,Petra 66-l2,,1500,0,Meters,0,0,Non,
5602,2024-08-26,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Non,
5603,2024-08-26,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Non,
5604,2024-08-26,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Non,
5605,2024-08-26,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Non,
5606,2024-08-26,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Non,
5607,2024-08-27,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Non,
5608,2024-08-27,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Non,
5609,2024-08-27,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Non,
5610,2024-08-27,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Non,
5611,2024-08-27,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Non,
5612,2024-08-27,LFOZ epcol,,Petra 66-l2,,1500,0,Meters,0,0,Non,
5613,2024-08-27,LFOZ epcol,,Petra 66-l2,,1500,0,Meters,0,0,Non,
5614,2024-08-27,LFOZ epcol,,Petra 66-l2,,1500,0,Meters,0,0,Non,
5615,2024-08-27,LFOZ epcol,,Petra 66-l2,,1500,0,Meters,0,0,Non,
5616,2024-08-27,LFOZ epcol,,Petra 66-l2,,1500,0,Meters,0,0,Non,
5617,2024-08-28,LFOZ epcol,,Petra 66-l2,,1500,0,Meters,0,0,Non,
5618,2024-08-28,LFOZ epcol,,Petra 66-l2,,1500,0,Meters,0,0,Non,
5619,2024-08-28,LFOZ epcol,,Petra 66-l2,,1500,0,Meters,0,0,Non,
5620,2024-08-28,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Non,
5621,2024-08-28,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Non,
5622,2024-08-28,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Non,
5623,2024-08-28,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Non,
5624,2024-08-28,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Non,
5625,2024-08-28,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Non,
5626,2024-08-28,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Non,
5627,2024-08-29,LFOZ epcol,,Petra 66-l2,,1500,0,Meters,0,0,Non,
5628,2024-08-29,LFOZ epcol,,Petra 66-l2,,1500,0,Meters,0,0,Non,
5629,2024-08-29,LFOZ epcol,,Petra 66-l2,,1500,0,Meters,0,0,Non,
5630,2024-08-29,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Oui,"Libé !!!
voile en haut d'un chêne..."
5631,2024-08-30,LFOZ epcol,,mutant 64 l2,,1500,0,Meters,0,0,Non,speed round 1
