time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2026-09-12T10:21:51.40Z,47.9027225,2.1601523,1484.628,17.32,13.97,7.95,0.827,1.590,0.15,38.89766,0.39095,3,11
2026-09-12T10:21:51.50Z,47.9027381,2.1601709,1483.821,17.41,13.87,7.93,0.825,1.586,0.15,38.55873,0.39003,3,11
2026-09-12T10:21:51.60Z,47.9027538,2.1601892,1483.016,17.53,13.64,8.10,0.822,1.581,0.16,37.89214,0.38931,3,11
2026-09-12T10:21:51.70Z,47.9027696,2.1602073,1482.200,17.61,13.43,8.05,0.819,1.577,0.16,37.33209,0.38912,3,11
2026-09-12T10:21:51.80Z,47.9027855,2.1602252,1481.378,17.67,13.40,7.99,0.817,1.572,0.16,37.16889,0.38813,3,11
2026-09-12T10:21:51.90Z,47.9028014,2.1602430,1480.567,17.69,13.27,8.10,0.814,1.568,0.16,36.88078,0.38869,3,11
2026-09-12T10:21:52.00Z,47.9028174,2.1602605,1479.752,17.83,12.94,8.00,0.812,1.564,0.16,35.97252,0.38787,3,11
2026-09-12T10:21:52.10Z,47.9028334,2.1602778,1478.946,17.88,12.98,7.94,0.809,1.560,0.16,35.98645,0.38680,3,11
2026-09-12T10:21:52.20Z,47.9028496,2.1602950,1478.144,17.95,12.85,8.11,0.807,1.556,0.16,35.58842,0.38622,3,11
2026-09-12T10:21:52.30Z,47.9028658,2.1603120,1477.326,18.11,12.66,8.06,0.805,1.552,0.16,34.95796,0.38430,3,11
2026-09-12T10:21:52.40Z,47.9028821,2.1603289,1476.520,18.22,12.60,8.03,0.803,1.549,0.16,34.65885,0.38255,3,11
2026-09-12T10:21:52.50Z,47.9028985,2.1603456,1475.707,18.29,12.47,8.03,0.800,1.544,0.16,34.28262,0.38174,3,11
2026-09-12T10:21:52.60Z,47.9029150,2.1603622,1474.898,18.39,12.31,8.09,0.798,1.540,0.16,33.79243,0.38075,3,11
2026-09-12T10:21:52.70Z,47.9029316,2.1603785,1474.083,18.42,12.12,8.13,0.795,1.536,0.16,33.34821,0.38096,3,11
2026-09-12T10:21:52.80Z,47.9029482,2.1603946,1473.268,18.58,12.01,7.94,0.793,1.532,0.16,32.88131,0.37843,3,11
2026-09-12T10:21:52.90Z,47.9029649,2.1604107,1472.473,18.61,12.11,7.92,0.791,1.529,0.16,33.06004,0.37744,3,11
2026-09-12T10:21:53.00Z,47.9029817,2.1604269,1471.662,18.57,12.11,7.97,0.789,1.525,0.16,33.10898,0.37826,3,11
2026-09-12T10:21:53.10Z,47.9029984,2.1604430,1470.855,18.60,12.06,7.98,0.786,1.521,0.16,32.96457,0.37796,3,11
2026-09-12T10:21:53.20Z,47.9030151,2.1604590,1470.052,18.67,11.87,8.04,0.784,1.518,0.16,32.44138,0.37739,3,11
2026-09-12T10:21:53.30Z,47.9030319,2.1604747,1469.241,18.62,11.77,7.95,0.782,1.514,0.16,32.29785,0.37863,3,11
2026-09-12T10:21:53.40Z,47.9030487,2.1604905,1468.435,18.81,11.81,7.87,0.780,1.511,0.16,32.11103,0.37495,3,11
2026-09-12T10:21:53.50Z,47.9030656,2.1605064,1467.638,18.82,12.05,8.07,0.778,1.508,0.16,32.63660,0.37407,3,11
2026-09-12T10:21:53.60Z,47.9030826,2.1605224,1466.832,18.83,11.93,7.97,0.776,1.504,0.16,32.35163,0.37411,3,11
2026-09-12T10:21:53.70Z,47.9030995,2.1605382,1466.031,18.76,11.84,7.90,0.774,1.501,0.16,32.25193,0.37567,3,11
2026-09-12T10:21:53.80Z,47.9031163,2.1605541,1465.230,18.64,11.93,7.90,0.772,1.497,0.16,32.61444,0.37742,3,11
2026-09-12T10:21:53.90Z,47.9031331,2.1605700,1464.424,18.68,11.94,7.92,0.770,1.493,0.16,32.58190,0.37681,3,11
2026-09-12T10:21:54.00Z,47.9031499,2.1605860,1463.617,18.68,11.99,7.92,0.768,1.490,0.16,32.68505,0.37651,3,11
2026-09-12T10:21:54.10Z,47.9031667,2.1606020,1462.820,18.66,12.03,7.90,0.765,1.485,0.14,32.79523,0.36587,3,12
2026-09-12T10:21:54.20Z,47.9031835,2.1606182,1462.020,18.52,12.18,7.84,0.762,1.481,0.13,33.33346,0.36745,3,12
2026-09-12T10:21:54.30Z,47.9032001,2.1606344,1461.224,18.41,12.18,7.93,0.759,1.476,0.13,33.49219,0.36937,3,12
2026-09-12T10:21:54.40Z,47.9032168,2.1606508,1460.439,18.48,12.19,7.92,0.756,1.472,0.13,33.41906,0.36806,3,12
2026-09-12T10:21:54.50Z,47.9032335,2.1606671,1459.639,18.41,12.27,7.84,0.753,1.468,0.13,33.68041,0.36882,3,12
2026-09-12T10:21:54.60Z,47.9032501,2.1606836,1458.846,18.48,12.42,7.90,0.750,1.464,0.13,33.92112,0.36695,3,12
2026-09-12T10:21:54.70Z,47.9032667,2.1607003,1458.049,18.33,12.58,7.96,0.748,1.460,0.13,34.45955,0.36847,3,12
2026-09-12T10:21:54.80Z,47.9032833,2.1607172,1457.253,18.37,12.60,8.08,0.745,1.456,0.13,34.43488,0.36770,3,12
2026-09-12T10:21:54.90Z,47.9032998,2.1607340,1456.449,18.29,12.60,7.93,0.742,1.452,0.13,34.57097,0.38078,3,12
2026-09-12T10:21:55.00Z,47.9033163,2.1607508,1455.660,18.09,12.53,7.79,0.740,1.449,0.13,34.71008,0.38447,3,12
2026-09-12T10:21:55.10Z,47.9033326,2.1607677,1454.878,18.14,12.76,7.79,0.738,1.446,0.16,35.11338,0.44958,3,12
2026-09-12T10:21:55.20Z,47.9033489,2.1607848,1454.087,18.14,12.90,7.91,0.736,1.442,0.16,35.43366,0.44902,3,12
2026-09-12T10:21:55.30Z,47.9033652,2.1608020,1453.288,18.14,12.89,7.82,0.734,1.439,0.17,35.38717,0.45321,3,12
2026-09-12T10:21:55.40Z,47.9033814,2.1608192,1452.498,18.01,13.00,7.82,0.732,1.436,0.17,35.83120,0.45530,3,12
2026-09-12T10:21:55.50Z,47.9033975,2.1608366,1451.690,17.93,13.09,7.85,0.730,1.432,0.17,36.13355,0.45631,3,12
2026-09-12T10:21:55.60Z,47.9034136,2.1608540,1450.896,17.93,13.01,7.90,0.728,1.429,0.17,35.96332,0.47181,3,12
2026-09-12T10:21:55.70Z,47.9034296,2.1608713,1450.089,17.83,12.97,7.84,0.727,1.425,0.17,36.04119,0.48470,3,12
2026-09-12T10:21:55.80Z,47.9034457,2.1608886,1449.300,18.04,12.92,7.94,0.725,1.422,0.17,35.60674,0.48369,3,12
2026-09-12T10:21:55.90Z,47.9034620,2.1609058,1448.499,18.12,12.87,7.98,0.723,1.419,0.17,35.38656,0.48116,3,12
2026-09-12T10:21:56.00Z,47.9034782,2.1609230,1447.699,18.01,12.95,7.90,0.721,1.416,0.15,35.72471,0.44007,3,12
2026-09-12T10:21:56.10Z,47.9034944,2.1609402,1446.913,17.90,12.75,7.80,0.719,1.413,0.15,35.46980,0.44366,3,12
2026-09-12T10:21:56.20Z,47.9035106,2.1609572,1446.117,18.00,12.74,7.82,0.717,1.410,0.15,35.30224,0.44171,3,12
2026-09-12T10:21:56.30Z,47.9035269,2.1609743,1445.337,18.16,12.77,7.86,0.715,1.407,0.15,35.11555,0.43828,3,12
2026-09-12T10:21:56.40Z,47.9035433,2.1609912,1444.544,18.27,12.55,8.02,0.713,1.404,0.15,34.49740,0.42801,3,12
2026-09-12T10:21:56.50Z,47.9035598,2.1610080,1443.746,18.33,12.56,7.91,0.711,1.401,0.15,34.42254,0.42663,3,12
2026-09-12T10:21:56.60Z,47.9035763,2.1610248,1442.952,18.29,12.53,7.93,0.709,1.398,0.15,34.41919,0.42768,3,12
2026-09-12T10:21:56.70Z,47.9035927,2.1610414,1442.150,18.29,12.42,7.93,0.708,1.395,0.15,34.19252,0.42830,3,12
2026-09-12T10:21:56.80Z,47.9036092,2.1610579,1441.345,18.26,12.26,7.95,0.706,1.392,0.15,33.88257,0.42847,3,12
2026-09-12T10:21:56.90Z,47.9036257,2.1610742,1440.557,18.32,12.10,7.87,0.704,1.389,0.15,33.43386,0.42817,3,12
2026-09-12T10:21:57.00Z,47.9036422,2.1610902,1439.764,18.36,11.93,7.83,0.702,1.387,0.14,33.00693,0.42782,3,12
2026-09-12T10:21:57.10Z,47.9036589,2.1611061,1438.958,18.71,11.86,7.98,0.700,1.384,0.15,32.37932,0.41066,3,12
2026-09-12T10:21:57.20Z,47.9036757,2.1611218,1438.168,18.56,11.66,8.02,0.698,1.381,0.15,32.12184,0.39375,3,12
2026-09-12T10:21:57.30Z,47.9036925,2.1611373,1437.360,18.65,11.51,7.89,0.696,1.378,0.15,31.68170,0.37104,3,12
2026-09-12T10:21:57.40Z,47.9037093,2.1611527,1436.567,18.68,11.52,7.86,0.694,1.375,0.15,31.65070,0.37040,3,12
2026-09-12T10:21:57.50Z,47.9037262,2.1611680,1435.767,18.72,11.42,7.96,0.692,1.372,0.14,31.39427,0.37006,3,12
2026-09-12T10:21:57.60Z,47.9037431,2.1611831,1434.948,18.77,11.25,7.93,0.690,1.369,0.14,30.92394,0.36991,3,12
2026-09-12T10:21:57.70Z,47.9037600,2.1611982,1434.143,18.79,11.29,7.92,0.687,1.365,0.14,30.99075,0.36939,3,12
2026-09-12T10:21:57.80Z,47.9037769,2.1612132,1433.331,18.91,11.20,7.97,0.685,1.362,0.14,30.63439,0.36785,3,12
2026-09-12T10:21:57.90Z,47.9037940,2.1612280,1432.524,19.01,10.94,7.92,0.683,1.358,0.14,29.91734,0.36721,3,12
2026-09-12T10:21:58.00Z,47.9038111,2.1612426,1431.709,18.94,11.02,7.90,0.681,1.355,0.14,30.20342,0.36557,3,12
2026-09-12T10:21:58.10Z,47.9038281,2.1612572,1430.905,18.94,10.91,7.88,0.679,1.351,0.14,29.95169,0.36594,3,12
2026-09-12T10:21:58.20Z,47.9038451,2.1612718,1430.092,18.93,10.85,7.92,0.677,1.348,0.14,29.82925,0.36633,3,12
2026-09-12T10:21:58.30Z,47.9038621,2.1612863,1429.278,18.79,11.03,7.95,0.675,1.344,0.14,30.39911,0.37979,3,12
2026-09-12T10:21:58.40Z,47.9038791,2.1613010,1428.476,18.88,10.98,7.91,0.673,1.341,0.13,30.17764,0.38952,3,12
2026-09-12T10:21:58.50Z,47.9038961,2.1613156,1427.645,18.93,10.95,7.89,0.671,1.338,0.13,30.04172,0.39874,3,12
2026-09-12T10:21:58.60Z,47.9039131,2.1613302,1426.845,18.82,10.99,7.93,0.669,1.335,0.13,30.26753,0.40074,3,12
2026-09-12T10:21:58.70Z,47.9039300,2.1613449,1426.033,18.83,11.03,7.92,0.667,1.331,0.14,30.36890,0.40079,3,12
2026-09-12T10:21:58.80Z,47.9039468,2.1613597,1425.211,18.66,11.20,7.87,0.666,1.328,0.14,30.97561,0.40309,3,12
2026-09-12T10:21:58.90Z,47.9039637,2.1613747,1424.403,18.72,11.24,8.07,0.664,1.325,0.14,30.98764,0.42454,3,12
2026-09-12T10:21:59.00Z,47.9039804,2.1613896,1423.596,18.63,11.19,7.93,0.662,1.321,0.14,30.99646,0.43002,3,12
2026-09-12T10:21:59.10Z,47.9039971,2.1614046,1422.780,18.60,11.38,7.85,0.661,1.318,0.14,31.45332,0.42948,3,12
2026-09-12T10:21:59.20Z,47.9040138,2.1614198,1421.960,18.61,11.48,7.92,0.659,1.315,0.14,31.66953,0.46376,3,12
2026-09-12T10:21:59.30Z,47.9040305,2.1614352,1421.152,18.56,11.61,8.01,0.658,1.312,0.14,32.02714,0.46426,3,12
2026-09-12T10:21:59.40Z,47.9040471,2.1614508,1420.341,18.39,11.81,7.92,0.656,1.309,0.14,32.72432,0.46627,3,12
2026-09-12T10:21:59.50Z,47.9040635,2.1614667,1419.528,18.21,12.03,8.00,0.655,1.306,0.14,33.44997,0.48266,3,12
2026-09-12T10:21:59.60Z,47.9040798,2.1614828,1418.714,18.14,12.21,8.10,0.653,1.303,0.14,33.94451,0.47485,3,12
2026-09-12T10:21:59.70Z,47.9040961,2.1614992,1417.892,18.05,12.37,8.05,0.652,1.301,0.14,34.41749,0.48337,3,12
2026-09-12T10:21:59.80Z,47.9041123,2.1615158,1417.067,18.05,12.50,8.10,0.651,1.298,0.14,34.70906,0.48241,3,12
2026-09-12T10:21:59.90Z,47.9041284,2.1615325,1416.249,17.83,12.62,8.09,0.650,1.296,0.14,35.29586,0.49825,3,12
2026-09-12T10:22:00.00Z,47.9041444,2.1615494,1415.412,17.77,12.74,8.17,0.649,1.293,0.14,35.64142,0.55994,3,12
2026-09-12T10:22:00.10Z,47.9041607,2.1615670,1414.708,17.65,13.00,8.15,0.645,1.283,0.12,36.38496,0.52436,3,15
2026-09-12T10:22:00.20Z,47.9041769,2.1615848,1414.000,17.49,13.12,8.16,0.641,1.274,0.12,36.86694,0.52863,3,15
2026-09-12T10:22:00.30Z,47.9041931,2.1616027,1413.267,17.62,13.34,8.27,0.638,1.265,0.12,37.12972,0.52593,3,15
2026-09-12T10:22:00.40Z,47.9042092,2.1616210,1412.543,17.43,13.50,8.22,0.635,1.257,0.12,37.75510,0.52765,3,15
2026-09-12T10:22:00.50Z,47.9042252,2.1616394,1411.795,17.37,13.69,8.24,0.631,1.248,0.12,38.24357,0.53804,3,15
2026-09-12T10:22:00.60Z,47.9042410,2.1616581,1411.053,17.10,13.90,8.28,0.628,1.240,0.12,39.10008,0.54111,3,15
2026-09-12T10:22:00.70Z,47.9042567,2.1616770,1410.301,17.03,14.00,8.33,0.625,1.232,0.12,39.41132,0.54130,3,15
2026-09-12T10:22:00.80Z,47.9042723,2.1616960,1409.543,16.94,14.09,8.32,0.622,1.224,0.12,39.75978,0.54184,3,15
2026-09-12T10:22:00.90Z,47.9042877,2.1617152,1408.793,16.73,14.27,8.30,0.620,1.217,0.12,40.46748,0.54362,3,15
2026-09-12T10:22:01.00Z,47.9043030,2.1617346,1408.038,16.60,14.33,8.30,0.617,1.210,0.12,40.80345,0.53558,3,15
2026-09-12T10:22:01.10Z,47.9043183,2.1617541,1407.286,16.55,14.40,8.26,0.615,1.203,0.12,41.04159,0.52747,3,15
2026-09-12T10:22:01.20Z,47.9043335,2.1617736,1406.529,16.54,14.56,8.23,0.612,1.197,0.12,41.34240,0.52526,3,15
2026-09-12T10:22:01.30Z,47.9043486,2.1617935,1405.772,16.43,14.75,8.35,0.610,1.191,0.12,41.92444,0.49116,3,15
2026-09-12T10:22:01.40Z,47.9043636,2.1618136,1405.002,16.34,15.00,8.36,0.607,1.184,0.12,42.55574,0.47641,3,15
2026-09-12T10:22:01.50Z,47.9043785,2.1618339,1404.226,16.24,15.18,8.37,0.605,1.178,0.12,43.07420,0.44944,3,15
2026-09-12T10:22:01.60Z,47.9043934,2.1618545,1403.450,16.16,15.36,8.38,0.602,1.172,0.12,43.54292,0.46118,3,15
2026-09-12T10:22:01.70Z,47.9044081,2.1618754,1402.676,15.95,15.55,8.45,0.600,1.166,0.12,44.26980,0.46258,3,15
2026-09-12T10:22:01.80Z,47.9044226,2.1618965,1401.886,15.89,15.65,8.44,0.598,1.161,0.12,44.56761,0.49069,3,15
2026-09-12T10:22:01.90Z,47.9044371,2.1619177,1401.104,15.80,15.80,8.30,0.596,1.156,0.12,44.99863,0.49027,3,15
2026-09-12T10:22:02.00Z,47.9044515,2.1619390,1400.322,15.71,15.92,8.37,0.594,1.151,0.12,45.37521,0.51657,3,15
2026-09-12T10:22:02.10Z,47.9044658,2.1619605,1399.542,15.65,15.98,8.25,0.592,1.146,0.12,45.59872,0.52779,3,15
2026-09-12T10:22:02.20Z,47.9044801,2.1619821,1398.760,15.51,16.05,8.21,0.591,1.141,0.12,45.99331,0.53878,3,15
2026-09-12T10:22:02.30Z,47.9044942,2.1620038,1397.995,15.51,16.04,8.19,0.589,1.136,0.13,45.97644,0.53944,3,15
2026-09-12T10:22:02.40Z,47.9045083,2.1620254,1397.215,15.40,16.18,8.24,0.588,1.131,0.13,46.40897,0.51634,3,15
2026-09-12T10:22:02.50Z,47.9045223,2.1620473,1396.437,15.31,16.24,8.27,0.586,1.126,0.13,46.67677,0.50451,3,15
2026-09-12T10:22:02.60Z,47.9045363,2.1620692,1395.664,15.42,16.23,8.17,0.584,1.122,0.13,46.45993,0.48036,3,15
2026-09-12T10:22:02.70Z,47.9045504,2.1620910,1394.891,15.50,16.17,8.14,0.582,1.117,0.13,46.21431,0.45387,3,15
2026-09-12T10:22:02.80Z,47.9045645,2.1621128,1394.117,15.44,16.23,8.14,0.581,1.113,0.13,46.42593,0.44591,3,15
2026-09-12T10:22:02.90Z,47.9045786,2.1621347,1393.347,15.39,16.32,8.12,0.579,1.108,0.12,46.67129,0.44544,3,15
2026-09-12T10:22:03.00Z,47.9045926,2.1621566,1392.574,15.45,16.22,8.12,0.577,1.104,0.12,46.39130,0.43924,3,15
2026-09-12T10:22:03.10Z,47.9046067,2.1621784,1391.804,15.39,16.29,8.06,0.575,1.099,0.12,46.63001,0.40681,3,15
2026-09-12T10:22:03.20Z,47.9046207,2.1622003,1391.026,15.40,16.20,8.08,0.573,1.095,0.12,46.44968,0.41400,3,15
2026-09-12T10:22:03.30Z,47.9046347,2.1622220,1390.260,15.54,16.12,8.03,0.571,1.091,0.12,46.05231,0.40664,3,15
2026-09-12T10:22:03.40Z,47.9046489,2.1622437,1389.485,15.65,16.05,8.12,0.569,1.087,0.12,45.72394,0.40571,3,15
2026-09-12T10:22:03.50Z,47.9046631,2.1622652,1388.709,15.64,15.94,8.00,0.568,1.083,0.12,45.54578,0.40683,3,15
2026-09-12T10:22:03.60Z,47.9046774,2.1622866,1387.940,15.69,15.82,8.04,0.566,1.079,0.12,45.23472,0.40143,3,15
2026-09-12T10:22:03.70Z,47.9046917,2.1623078,1387.174,15.83,15.71,7.93,0.564,1.075,0.12,44.79309,0.39113,3,15
2026-09-12T10:22:03.80Z,47.9047061,2.1623289,1386.402,15.88,15.74,7.98,0.562,1.071,0.12,44.74058,0.39015,3,15
2026-09-12T10:22:03.90Z,47.9047205,2.1623500,1385.628,15.92,15.65,7.95,0.561,1.067,0.12,44.50485,0.38793,3,15
2026-09-12T10:22:04.00Z,47.9047350,2.1623710,1384.844,16.04,15.67,7.99,0.559,1.064,0.12,44.32532,0.38591,3,15
2026-09-12T10:22:04.10Z,47.9047496,2.1623921,1384.073,16.07,15.58,8.04,0.557,1.060,0.12,44.12166,0.38629,3,15
2026-09-12T10:22:04.20Z,47.9047642,2.1624128,1383.293,16.07,15.40,7.90,0.556,1.056,0.13,43.77902,0.39725,3,15
2026-09-12T10:22:04.30Z,47.9047788,2.1624335,1382.526,16.25,15.27,7.91,0.554,1.053,0.13,43.23591,0.39830,3,15
2026-09-12T10:22:04.40Z,47.9047937,2.1624539,1381.756,16.40,15.21,8.03,0.552,1.049,0.13,42.84682,0.39631,3,15
2026-09-12T10:22:04.50Z,47.9048085,2.1624744,1380.982,16.37,15.17,7.95,0.551,1.046,0.13,42.83405,0.39424,3,15
2026-09-12T10:22:04.60Z,47.9048233,2.1624947,1380.207,16.32,15.10,7.91,0.549,1.043,0.12,42.77936,0.39701,3,15
2026-09-12T10:22:04.70Z,47.9048381,2.1625149,1379.440,16.21,15.02,7.89,0.548,1.040,0.13,42.82278,0.40116,3,15
2026-09-12T10:22:04.80Z,47.9048528,2.1625351,1378.683,16.30,14.96,7.91,0.547,1.036,0.13,42.55396,0.40010,3,15
2026-09-12T10:22:04.90Z,47.9048677,2.1625552,1377.907,16.43,14.95,8.02,0.545,1.033,0.13,42.30464,0.39798,3,15
2026-09-12T10:22:05.00Z,47.9048826,2.1625752,1377.137,16.41,14.86,7.95,0.544,1.030,0.13,42.16696,0.39903,3,15
2026-09-12T10:22:05.10Z,47.9048975,2.1625951,1376.373,16.44,14.68,7.92,0.542,1.027,0.13,41.76408,0.40001,3,15
2026-09-12T10:22:05.20Z,47.9049124,2.1626149,1375.603,16.59,14.80,7.86,0.541,1.024,0.13,41.72707,0.41164,3,15
2026-09-12T10:22:05.30Z,47.9049274,2.1626347,1374.831,16.62,14.78,7.80,0.540,1.022,0.13,41.64663,0.41142,3,15
2026-09-12T10:22:05.40Z,47.9049424,2.1626545,1374.059,16.45,14.80,7.80,0.539,1.019,0.13,41.98219,0.41409,3,15
2026-09-12T10:22:05.50Z,47.9049572,2.1626745,1373.295,16.26,14.98,7.80,0.537,1.016,0.13,42.64468,0.41574,3,15
2026-09-12T10:22:05.60Z,47.9049719,2.1626947,1372.523,16.20,15.11,7.96,0.536,1.013,0.12,42.99731,0.42260,3,15
2026-09-12T10:22:05.70Z,47.9049866,2.1627150,1371.756,16.14,15.08,8.03,0.535,1.011,0.12,43.05672,0.42783,3,15
2026-09-12T10:22:05.80Z,47.9050011,2.1627352,1370.979,16.02,15.10,7.89,0.534,1.008,0.13,43.31275,0.46038,3,15
2026-09-12T10:22:05.90Z,47.9050156,2.1627555,1370.217,15.97,15.13,7.92,0.533,1.005,0.13,43.45174,0.48152,3,15
2026-09-12T10:22:06.00Z,47.9050301,2.1627759,1369.443,15.98,15.19,7.81,0.532,1.002,0.13,43.56419,0.48049,3,15
2026-09-12T10:22:06.10Z,47.9050445,2.1627963,1368.678,15.89,15.24,7.82,0.531,0.999,0.13,43.78769,0.48144,3,15
2026-09-12T10:22:06.20Z,47.9050589,2.1628169,1367.908,15.76,15.43,7.92,0.530,0.997,0.11,44.39465,0.48694,3,15
2026-09-12T10:22:06.30Z,47.9050731,2.1628377,1367.133,15.60,15.61,7.93,0.529,0.994,0.11,45.02348,0.48719,3,15
2026-09-12T10:22:06.40Z,47.9050871,2.1628587,1366.354,15.45,15.73,7.98,0.528,0.991,0.11,45.51573,0.48785,3,15
2026-09-12T10:22:06.50Z,47.9051012,2.1628798,1365.578,15.51,15.66,8.09,0.527,0.989,0.11,45.28233,0.49697,3,15
2026-09-12T10:22:06.60Z,47.9051152,2.1629009,1364.791,15.44,15.77,7.91,0.526,0.986,0.12,45.60678,0.51382,3,15
2026-09-12T10:22:06.70Z,47.9051291,2.1629221,1364.012,15.34,15.89,7.99,0.526,0.984,0.12,46.00675,0.51392,3,15
2026-09-12T10:22:06.80Z,47.9051430,2.1629433,1363.223,15.45,15.87,7.97,0.525,0.981,0.12,45.77902,0.52417,3,15
2026-09-12T10:22:06.90Z,47.9051569,2.1629646,1362.436,15.35,15.90,8.01,0.524,0.979,0.12,46.00231,0.52235,3,15
2026-09-12T10:22:07.00Z,47.9051708,2.1629859,1361.650,15.26,15.87,8.01,0.524,0.976,0.12,46.12106,0.52465,3,15
2026-09-12T10:22:07.10Z,47.9051845,2.1630072,1360.861,15.20,15.86,7.97,0.523,0.973,0.12,46.21064,0.52592,3,15
2026-09-12T10:22:07.20Z,47.9051982,2.1630283,1360.074,15.12,15.75,8.01,0.523,0.971,0.13,46.15542,0.52487,3,15
2026-09-12T10:22:07.30Z,47.9052120,2.1630494,1359.285,15.27,15.73,7.99,0.522,0.969,0.13,45.86604,0.48102,3,15
2026-09-12T10:22:07.40Z,47.9052257,2.1630706,1358.498,15.10,15.88,7.91,0.521,0.967,0.13,46.44528,0.47011,3,15
2026-09-12T10:22:07.50Z,47.9052393,2.1630919,1357.709,15.00,15.88,8.06,0.520,0.964,0.12,46.63201,0.42182,3,15
2026-09-12T10:22:07.60Z,47.9052529,2.1631131,1356.913,15.14,15.81,8.12,0.519,0.962,0.12,46.24463,0.42019,3,15
2026-09-12T10:22:07.70Z,47.9052666,2.1631343,1356.120,15.17,15.76,8.04,0.518,0.959,0.12,46.09445,0.42026,3,15
2026-09-12T10:22:07.80Z,47.9052803,2.1631554,1355.334,15.19,15.76,8.04,0.517,0.957,0.13,46.05066,0.41875,3,15
2026-09-12T10:22:07.90Z,47.9052940,2.1631765,1354.540,15.30,15.77,8.14,0.516,0.955,0.13,45.87062,0.39491,3,15
2026-09-12T10:22:08.00Z,47.9053079,2.1631977,1353.743,15.35,15.79,8.10,0.515,0.953,0.13,45.80802,0.39402,3,15
2026-09-12T10:22:08.10Z,47.9053218,2.1632188,1352.949,15.43,15.65,8.00,0.514,0.951,0.13,45.42233,0.39400,3,15
2026-09-12T10:22:08.20Z,47.9053357,2.1632397,1352.153,15.41,15.68,8.00,0.513,0.949,0.13,45.49492,0.39411,3,15
2026-09-12T10:22:08.30Z,47.9053497,2.1632607,1351.358,15.49,15.59,8.17,0.512,0.947,0.13,45.19942,0.39359,3,15
2026-09-12T10:22:08.40Z,47.9053636,2.1632816,1350.555,15.42,15.55,8.07,0.511,0.945,0.13,45.23864,0.39337,3,15
2026-09-12T10:22:08.50Z,47.9053776,2.1633024,1349.764,15.48,15.55,8.18,0.510,0.943,0.13,45.12983,0.39248,3,15
2026-09-12T10:22:08.60Z,47.9053916,2.1633231,1348.950,15.56,15.34,8.20,0.509,0.941,0.13,44.58952,0.40227,3,15
2026-09-12T10:22:08.70Z,47.9054056,2.1633436,1348.143,15.55,15.21,8.08,0.508,0.939,0.13,44.36040,0.40358,3,15
2026-09-12T10:22:08.80Z,47.9054197,2.1633640,1347.338,15.67,15.21,8.19,0.507,0.937,0.13,44.13908,0.40155,3,15
2026-09-12T10:22:08.90Z,47.9054339,2.1633844,1346.522,15.75,15.22,8.15,0.506,0.935,0.13,44.01613,0.40000,3,15
2026-09-12T10:22:09.00Z,47.9054480,2.1634048,1345.703,15.69,15.36,8.18,0.505,0.933,0.13,44.38649,0.39995,3,15
2026-09-12T10:22:09.10Z,47.9054622,2.1634253,1344.890,15.77,15.14,8.35,0.504,0.931,0.14,43.83639,0.40033,3,15
2026-09-12T10:22:09.20Z,47.9054764,2.1634454,1344.073,15.74,14.88,8.12,0.503,0.930,0.14,43.39076,0.40302,3,15
2026-09-12T10:22:09.30Z,47.9054907,2.1634654,1343.269,15.98,14.90,8.08,0.502,0.928,0.14,43.00760,0.39859,3,15
2026-09-12T10:22:09.40Z,47.9055051,2.1634855,1342.458,15.98,15.15,8.24,0.502,0.926,0.14,43.47794,0.39660,3,15
2026-09-12T10:22:09.50Z,47.9055195,2.1635058,1341.634,16.01,15.13,8.25,0.501,0.924,0.14,43.39774,0.39630,3,15
2026-09-12T10:22:09.60Z,47.9055339,2.1635260,1340.813,15.96,15.03,8.16,0.500,0.922,0.14,43.27857,0.39782,3,15
2026-09-12T10:22:09.70Z,47.9055482,2.1635461,1340.000,15.75,15.03,8.16,0.499,0.920,0.14,43.65218,0.40167,3,15
2026-09-12T10:22:09.80Z,47.9055625,2.1635662,1339.191,15.90,14.91,8.19,0.498,0.919,0.14,43.16179,0.39987,3,15
2026-09-12T10:22:09.90Z,47.9055768,2.1635862,1338.364,15.95,15.05,8.13,0.497,0.917,0.14,43.33596,0.39788,3,15
2026-09-12T10:22:10.00Z,47.9055911,2.1636065,1337.554,15.75,15.18,8.31,0.497,0.915,0.14,43.95104,0.41225,3,15
2026-09-12T10:22:10.10Z,47.9056053,2.1636268,1336.722,15.84,15.15,8.34,0.496,0.914,0.14,43.72403,0.41093,3,15
2026-09-12T10:22:10.20Z,47.9056196,2.1636471,1335.899,15.75,15.16,8.19,0.495,0.912,0.14,43.89969,0.41238,3,15
2026-09-12T10:22:10.30Z,47.9056337,2.1636674,1335.088,15.63,15.18,8.15,0.494,0.910,0.14,44.15824,0.42190,3,15
2026-09-12T10:22:10.40Z,47.9056478,2.1636879,1334.267,15.68,15.40,8.27,0.494,0.909,0.13,44.48987,0.42663,3,15
2026-09-12T10:22:10.50Z,47.9056619,2.1637086,1333.444,15.52,15.50,8.25,0.493,0.907,0.13,44.95429,0.42917,3,15
2026-09-12T10:22:10.60Z,47.9056759,2.1637294,1332.640,15.43,15.50,8.21,0.492,0.906,0.13,45.14151,0.43081,3,15
